YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	People	Ships	Other	
1919-01-03	19	33.88	-118.79	270		7.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	 			33.8828	-118.791	W	360	16	13	30.35	67	67	57	bcz	ci-s	4				
1919-01-03	20	33.95	-118.91	278.44		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	8 PM: Pt Hueneme L.H. bearing WNW (mag.) distant 19.0 miles			33.95	-118.91	W3/4N	360	16	13	30.34	65	65	57	bc	ci-s	3	"8PM to Mid: P.H.Uberroth,Senior Captain."			
1919-01-03	21	34.02	-119.03	292.5		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	 			34.0223	-119.026	WNW	360	16	19	30.34	63	63	57	bc	ci-s	10				
1919-01-03	22	34.09	-119.15	289		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	"22:30: Point Hueneme Light abeam,distant 4 miles"			34.0911	-119.153	289	360	16	19	30.36	63	63	57	bc	ci-s	10				
1919-01-03	23	34.14	-119.29	281.25		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	 			34.1444	-119.291	WxN	315	331	24	30.37	60	59	57	bc	ci-s	10				
1919-01-03	24	34.17	-119.43	270		7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0606.JPG	 			34.1693	-119.425	W	270	286	24	30.38	57	56	57	bc	ci-s	10	"Mid to 4AM: J.S.Christensen, Lieut."			
1919-01-04	1	34.19	-119.56	270		7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0609.JPG	"01:55: Santa Barbara Light abeam, distance 6 miles"			34.1938	-119.558	W	270	286	2	30.37	58	57		bc	S	2	"Top of Page: Richey L.Waugh,Ass't.Surgeon,USPHS. Top of Page: P.H.Uberroth,Commanding"			
1919-01-04	2	34.2	-119.7	261.56		7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			34.2009	-119.695	W3/4S	270	286	5	30.36	56	56	57	bc	S	2				
1919-01-04	3	34.21	-119.83	261.56		7.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			34.2079	-119.83	W3/4S	270	286	5	30.37	57	57	57	bc	S	2				
1919-01-04	4	34.22	-119.99	261.56		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			34.2173	-119.987	W3/4S	270	286	5	30.36	58	57	57	bc	S	3	"4AM to 8AM: R.L.Lucas, Captain."			
1919-01-04	5	34.23	-120.13	261.56		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			34.2256	-120.134	W3/4S	225	241	5	30.35	55	55	57	bc	S	3				
1919-01-04	6	34.23	-120.27	261.56		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			34.2323	-120.267	W3/4S	202	218	5	30.35	55	55	57	bc	ci-s	4				
1919-01-04	7	34.24	-120.41	261.56		7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	"07:00: Point Conception Light House abeam, distant 5.0 miles"			34.2397	-120.406	W3/4S	270	286	2	30.36	55	55	57	bc	ci-s	4				
1919-01-04	8	34.32	-120.5	300.94		7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	8 AM: Pt Conception LH abeam SE1/2E (mag) distant 8.0 miles			34.32	-120.5	NWxW1/4W	888	888	2	30.38	58	58	58	bc	ci-s	4	"8AM to Merid: P.H.Uberroth, Senior Captain."			
1919-01-04	9	34.47	-120.61	312.19		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	"09:00: Point Arguello Light House abeam, 4.5 miles"			34.465	-120.612	NW1/4W	360	16	2	30.38	58	58	58	bc	ci-s	8				
1919-01-04	10	34.61	-120.73	312.19		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			34.6128	-120.727	NW1/4W	360	16	2	30.38	57	56	57	bc	ci-s	8				
1919-01-04	11	34.76	-120.84	312.19		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			34.7564	-120.838	NW1/4W	360	16	5	30.36	54	53	57	bc	ci-s	8				
1919-01-04	12	34.9	-120.95	312.19		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	"12:55: Point Buchon abeam, distance 13.3 miles 1200: Point Buchon bearing NxW (mag) distant 22 miles"			34.9	-120.95	NW1/4W	360	16	5	30.34	55	54	57	bc	ci-s	8	"12:00: C.Johnson, Oiler, 2 Cl, W.Pattison, Oiler, 2 Cl., R.Phelan, Boy 1 Class, and J.McCormick,Sea. 2 Class, absent 24 hours after leave has expired."			
1919-01-04	13	35	-121.02	312.19		7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			34.9953	-121.017	NW1/4W	315	331	2	30.31	56	55	57	bc	ci	5				
1919-01-04	14	35.1	-121.09	312.19		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			35.0978	-121.089	NW1/4W	315	331	2	30.30	58	57	57	bc	ci	5				
1919-01-04	15	35.2	-121.16	312.19		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			35.1989	-121.16	NW1/4W	315	331	2	30.30	59	58	57	bc	ci	5				
1919-01-04	16	35.3	-121.23	312.19		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			35.3029	-121.233	NW1/4W	315	331	2	30.30	59	58	57	bc	ci	6				
1919-01-04	17	35.4	-121.3	312.19		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			35.4011	-121.302	NW1/4W	270	286	5	30.30	56	54	57	bc	s-cu	6				
1919-01-04	18	35.5	-121.37	312.19		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	"18:55: Piedras Blancas Light abeam, distance 7.9 miles"			35.4993	-121.371	NW1/4W	304	320	5	30.30	56	56	57	bc	s-cu	6				
1919-01-04	19	35.6	-121.44	312.19		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			35.5975	-121.44	NW1/4W	315	331	2	30.31	56	56	57	bc	s-cu	4				
1919-01-04	20	35.71	-121.52	312.19		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	"2000: Piedras Blancas Light bearing E1/2N mag distant, 12 miles"			35.71	-121.52	NW1/4W	315	331	2	30.31	56	56	57	bc	s-cu	4				
1919-01-04	21	35.81	-121.59	312.19		6.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			35.8116	-121.592	NW1/4W	315	331	2	30.30	55	55	57	bc	s-cu	3				
1919-01-04	22	35.93	-121.67	312.19		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			35.9262	-121.674	NW1/4W	315	331	2	30.30	55	55	57	bc	s-cu	3				
1919-01-04	23	36.04	-121.75	312.19		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			36.0378	-121.754	NW1/4W	315	331	2	30.30	56	56	57	bc	s-cu	1				
1919-01-04	24	36.15	-121.83	312.19		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0608.JPG	 			36.1481	-121.833	NW1/4W	315	331	5	30.30	56	56	57	bc	s-cu	1				
1919-01-05	1	36.25	-121.92	306.56		7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0612.JPG	"01:00: Point Sur Light House abeam, distant 6.5 miles Top of Page: San Francisco, Cal"			36.2475	-121.922	NW3/4W	315	331	13	30.26	55	55	57	bc	s-cu	6	"Top of Page: R. L. Lucas, Captain Top of Page: J.S.Christensen, Lieut. Top of Page: P.H.Uberroth,Senior Captain Top of Page: P.H.Uberroth,Commanding"			
1919-01-05	2	36.35	-121.99	315		6.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			36.3475	-121.986	NW	315	331	13	30.26	54	54	54	bc	ci-s	4				
1919-01-05	3	36.44	-122.05	315		6.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			36.4446	-122.048	NW	338	354	19	30.26	54	54	54	bc	ci-s	4				
1919-01-05	4	36.54	-122.11	315		6.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			36.5446	-122.112	NW	338	354	19	30.26	54	54	54	bc	ci-s	4				
1919-01-05	5	36.64	-122.17	315		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			36.6402	-122.173	NW	360	16	19	30.26	54	54	54	bc	ci-s	3				
1919-01-05	6	36.73	-122.23	315		6.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			36.7328	-122.232	NW	360	16	8	30.24	55	54	54	bc	ci-s	2				
1919-01-05	7	36.85	-122.31	315		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			36.8461	-122.305	NW	360	16	5	30.25	53	54	54	bc	ci	4				
1919-01-05	8	36.97	-122.38	315		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			36 58N	122 23W	NW	315	331	5	30.25	53	50	50	bcz	s	4				
1919-01-05	9	37.1	-122.52	315		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			37.0962	-122.522	NW	0	0	0	30.26	53	53	50	bcz	ci-s	2				
1919-01-05	10	37.22	-122.64	320.62		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			37.2177	-122.637	NW1/2N	338	356	2	30.26	54	54	50	bcz	ci-s	1				
1919-01-05	11	37.35	-122.71	337.5		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			37.353	-122.709	NNW	338	356	2	30.25	54	54	50	bcz	ci-s	1				
1919-01-05	12	37.48	-122.78	337.5		7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	Noon: Point Montara Light House bearing NExE (mag) distant 13.0 miles			37.48	-122.78	NNW	338	356	5	30.22	54	52	50	bcz	ci-s	2	"Noon: C.Johnson, oiler, 2 Cl., W.Pattison, oiler, 2 Cl., R.Phelan, boy, 1 Cl., and J.McCormick, seaman, 2 cl. absent 48 hours after leave has expired. Honorably discharged J.J.Dolan, electrician, upon expiration of full term of fifteenth enlistment"			
1919-01-05	13	37.55	-122.83	343.12		6.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			37.5486	-122.831	NxW1/2W	338	356	19	30.20	53	53	54	bcz	ci-s	5				
1919-01-05	14	37.62	-122.85	354.38		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			37.6248	-122.851	N1/2W	360	18	13	30.21	53	53	54	bcz	ci-s	4				
1919-01-05	15	37.69	-122.83	8.44		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			37.6944	-122.833	N3/4E	360	18	13	30.21	53	53	54	bcz	ci-s	3				
1919-01-05	16	37.75	-122.78	22.5		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	"16:05: San Francisco Light Vessel abeam, distant 3 miles"			37.75	-122.78	NNE	360	18	13	30.21	53	53	54	bcz	ci-s	3				
1919-01-05	17	37.79	-122.63	888		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	17:30: Mile Rock Light House abeam close aboard			37.7852	-122.629	v	315	333	2	30.23	52	52	54	bcz	ci-s	4				
1919-01-05	18	37.82	-122.48	888		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	"18:00: Fort Point Light House abeam close aboard 18:30: anchored off Meiggs Wharf, San Francisco Bay"			37.82	-122.48	v	315	333	2	30.24	52	52	54	bcz	ci-s	3				
1919-01-05	19	37.81	-122.41	888		1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0611.JPG	 			37.81	-122.41	v														
